Player,Recov,CK,SCA90,Att (GK),PKatt,PKatt,PKatt,Nation,Nation,Nation,Nation,Nation,Nation,Fls,GCA,1/3,Clr,Att 3rd,Att 3rd,npxG,npxG,npxG,TklW,TklW,Won%,GA,GA,L,Rec,Succ,SoT%,TO,TO,G/Sh,PKwon,Pass,Def,Def,Won,npxG/Sh,np:G-xG,Off,Crs,PKm,PrgC,PrgC,Ast,Ast,Launch%,Launch%,W,CS%,#OPA/90,Dist,Blocks,G-PK,G-PK,PSxG/SoT,Pos,Pos,Pos,Pos,Pos,Pos,/90,Def 3rd,Def 3rd,Gls,Gls,Gls,CrdY,CrdY,CrdR,CrdR,Fld,Fld,Fld,xG+xAG,PassLive,PassLive,Att Pen,SCA,PKcon,AvgLen,AvgLen,Touches,PrgDist,Tkl%,xG,xG,xG,Saves,G+A-PK,Succ%,SoT/90,Save%,Save%,Mid 3rd,Mid 3rd,PK,PK,2CrdY,Cmp%,AvgDist,D,npxG+xAG,npxG+xAG,Tkl,Tkl,Lost,Lost,Cmp,Tkl+Int,Def Pen,CS,Thr,MP,MP,Starts,Starts,PrgP,OG,OG,Mis,G-xG,90s,90s,90s,90s,90s,90s,90s,90s,SoTA,PKA,PKA,Opp,Age,Age,Age,Age,Age,Age,Age,Age,PKsv,Tkld%,PrgR,PrgR,Min,Min,PassDead,PassDead,FK,FK,Dis,GA90,GCA90,Sh/90,Carries,G/SoT,Stp%,Att,Att,Att,Att,#OPA,TotDist,PSxG,Err,Tkld,Live,PSxG+/-,Sh,Sh,Sh,Sh,SoT,xAG,xAG,CPA,G+A,G+A,Stp,Int,Int
Stuart Armstrong,83.0,,3.2,,0.0,,0.0,sct SCO,sct SCO,sct SCO,sct SCO,sct SCO,sct SCO,17.0,2.0,45.0,9.0,4.0,341.0,2.4,0.15,2.4,21.0,21.0,42.9,,,,596.0,22.0,26.1,0.0,0.0,0.09,0.0,18.0,0.0,0.0,6.0,0.1,-0.4,1.0,37.0,,61.0,61.0,1.0,0.06,,,,,,17.9,18.0,2.0,0.13,,"MF,FW","MF,FW","MF,FW","MF,FW","MF,FW","MF,FW",,15.0,133.0,2.0,0.13,2.0,6.0,6.0,0.0,0.0,4.0,1.0,20.0,0.3,39.0,1.0,37.0,50.0,0.0,,,864.0,1910.0,35.9,2.4,0.15,2.4,,0.19,42.3,0.38,,,13.0,403.0,0.0,0.0,0.0,,,,4.7,0.3,32.0,14.0,25.0,8.0,,42.0,21.0,,,32,,14,,75.0,,0.0,28.0,-0.4,15.6,,,15.6,15.6,15.6,15.6,15.6,,,,,30.0,,,30.0,30.0,30.0,30.0,30.0,,40.4,88.0,88.0,1408.0,,1.0,0.0,,0.0,28.0,,0.13,1.47,539.0,0.33,,,,39.0,52.0,,3859.0,,2.0,21.0,864.0,,0.0,6.0,0.0,23.0,6.0,2.2,0.14,10.0,3.0,0.19,,10.0,10.0
Adam Armstrong,54.0,,1.62,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,17.0,2.0,29.0,6.0,3.0,222.0,2.1,0.14,2.1,9.0,9.0,19.2,,,,273.0,13.0,48.0,2.0,0.0,0.08,0.0,12.0,1.0,1.0,5.0,0.08,-0.1,2.0,14.0,,39.0,39.0,1.0,0.07,,,,,,15.9,15.0,2.0,0.13,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",,6.0,71.0,2.0,0.13,2.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,0.23,19.0,1.0,46.0,24.0,0.0,,,458.0,996.0,30.0,2.1,0.14,2.1,,0.2,30.2,0.81,,,5.0,176.0,0.0,0.0,0.0,,,,3.3,0.23,14.0,3.0,7.0,21.0,,19.0,11.0,,,30,,14,,16.0,,0.0,24.0,-0.1,14.8,,,14.8,14.8,14.8,14.8,14.8,,,,,25.0,,,25.0,25.0,25.0,25.0,25.0,,58.1,70.0,70.0,1335.0,,0.0,0.0,,0.0,22.0,,0.13,1.69,255.0,0.17,,,,10.0,43.0,,2338.0,,0.0,25.0,458.0,,3.0,1.0,0.0,25.0,12.0,1.3,0.09,11.0,3.0,0.2,,5.0,5.0
Ainsley Maitland-Niles,90.0,,1.54,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,13.0,2.0,13.0,45.0,4.0,155.0,0.0,0.0,0.0,24.0,24.0,57.7,,,,509.0,17.0,100.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,15.0,0.02,0.0,0.0,20.0,,15.0,15.0,0.0,0.0,,,,,,31.4,28.0,0.0,0.0,,"DF,MF","DF,MF","DF,MF","DF,MF","DF,MF","DF,MF",,23.0,328.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,8.0,0.05,22.0,1.0,7.0,24.0,1.0,,,912.0,885.0,63.6,0.0,0.0,0.0,,0.0,77.3,0.06,,,18.0,440.0,0.0,0.0,0.0,,,,0.7,0.05,45.0,28.0,16.0,11.0,,67.0,73.0,,,22,,13,,57.0,,0.0,26.0,0.0,15.6,,,15.6,15.6,15.6,15.6,15.6,,,,,24.0,,,24.0,24.0,24.0,24.0,24.0,,22.7,35.0,35.0,1407.0,,0.0,0.0,,0.0,13.0,,0.13,0.06,407.0,0.0,,,,44.0,22.0,,2036.0,,1.0,5.0,912.0,,7.0,0.0,0.0,1.0,1.0,0.7,0.05,2.0,0.0,0.0,,22.0,22.0
Joe Aribo,76.0,,1.99,,0.0,,0.0,ng NGA,ng NGA,ng NGA,ng NGA,ng NGA,ng NGA,10.0,2.0,10.0,11.0,4.0,222.0,1.5,0.11,1.5,20.0,20.0,41.1,,,,354.0,17.0,57.1,1.0,1.0,0.14,0.0,13.0,1.0,0.0,30.0,0.11,0.5,0.0,8.0,,19.0,19.0,0.0,0.0,,,,,,10.9,14.0,2.0,0.15,,"MF,FW","MF,FW","MF,FW","MF,FW","MF,FW","MF,FW",,15.0,87.0,2.0,0.15,2.0,2.0,2.0,0.0,0.0,1.0,0.0,13.0,0.17,23.0,1.0,46.0,27.0,0.0,,,566.0,615.0,55.0,1.5,0.11,1.5,,0.15,43.6,0.59,,,12.0,269.0,0.0,0.0,0.0,,,,2.3,0.17,31.0,11.0,9.0,43.0,,41.0,14.0,,,21,,13,,39.0,,0.0,35.0,0.5,13.6,,,13.6,13.6,13.6,13.6,13.6,,,,,26.0,,,26.0,26.0,26.0,26.0,26.0,,53.8,64.0,64.0,1224.0,,0.0,0.0,,0.0,22.0,,0.15,1.03,294.0,0.25,,,,20.0,39.0,,1294.0,,0.0,21.0,566.0,,1.0,1.0,0.0,14.0,8.0,0.8,0.06,7.0,2.0,0.15,,10.0,10.0
Theo Walcott,53.0,,2.23,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,7.0,2.0,12.0,7.0,1.0,169.0,2.2,0.18,2.2,6.0,6.0,52.9,,,,256.0,12.0,35.0,0.0,0.0,0.1,0.0,7.0,0.0,0.0,9.0,0.11,-0.2,15.0,21.0,,21.0,21.0,2.0,0.16,,,,,,16.9,8.0,2.0,0.16,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",,8.0,75.0,2.0,0.16,2.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,0.33,23.0,2.0,44.0,28.0,0.0,,,384.0,749.0,29.6,2.2,0.18,2.2,,0.32,50.0,0.56,,,4.0,151.0,0.0,0.0,0.0,,,,4.2,0.33,13.0,8.0,19.0,8.0,,22.0,13.0,,,20,,13,,14.0,,1.0,24.0,-0.2,12.5,,,12.5,12.5,12.5,12.5,12.5,,,,,33.0,,,33.0,33.0,33.0,33.0,33.0,,41.7,62.0,62.0,1129.0,,0.0,0.0,,0.0,12.0,,0.16,1.59,224.0,0.29,,,,27.0,24.0,,1384.0,,0.0,10.0,384.0,,1.0,4.0,0.0,20.0,7.0,2.0,0.16,10.0,4.0,0.32,,9.0,9.0
Carlos Alcaraz,53.0,,1.92,,0.0,,0.0,ar ARG,ar ARG,ar ARG,ar ARG,ar ARG,ar ARG,16.0,4.0,17.0,11.0,1.0,130.0,1.9,0.17,1.9,5.0,5.0,20.6,,,,296.0,13.0,41.7,2.0,0.0,0.17,0.0,9.0,1.0,0.0,7.0,0.08,2.1,2.0,4.0,,20.0,20.0,2.0,0.17,,,,,,20.0,14.0,4.0,0.35,,"MF,FW","MF,FW","MF,FW","MF,FW","MF,FW","MF,FW",,2.0,73.0,4.0,0.35,4.0,3.0,3.0,0.0,0.0,2.0,0.0,17.0,0.23,14.0,3.0,23.0,22.0,0.0,,,430.0,675.0,27.3,1.9,0.17,1.9,,0.52,46.4,0.87,,,7.0,234.0,0.0,0.0,0.0,,,,2.6,0.23,10.0,6.0,16.0,27.0,,11.0,14.0,,,18,,13,,28.0,,0.0,30.0,2.1,11.4,,,11.4,11.4,11.4,11.4,11.4,,,,,19.0,,,19.0,19.0,19.0,19.0,19.0,,39.3,32.0,32.0,1029.0,,0.0,0.0,,0.0,24.0,,0.35,2.1,258.0,0.4,,,,22.0,28.0,,1292.0,,0.0,11.0,430.0,,5.0,3.0,1.0,24.0,10.0,0.7,0.06,2.0,6.0,0.52,,1.0,1.0
Lyanco,83.0,,0.69,,0.0,,0.0,br BRA,br BRA,br BRA,br BRA,br BRA,br BRA,16.0,0.0,8.0,65.0,0.0,64.0,0.6,0.04,0.6,16.0,16.0,56.8,,,,353.0,8.0,33.3,1.0,0.0,0.08,0.0,5.0,0.0,0.0,25.0,0.05,0.4,1.0,7.0,,13.0,13.0,1.0,0.08,,,,,,19.1,30.0,1.0,0.08,,DF,DF,DF,DF,DF,DF,,15.0,368.0,1.0,0.08,1.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.08,6.0,0.0,12.0,9.0,0.0,,,720.0,1034.0,66.7,0.6,0.04,0.6,,0.15,72.7,0.31,,,9.0,297.0,0.0,0.0,0.0,,,,1.0,0.08,24.0,12.0,6.0,19.0,,44.0,123.0,,,21,,11,,35.0,,0.0,11.0,0.4,13.1,,,13.1,13.1,13.1,13.1,13.1,,,,,25.0,,,25.0,25.0,25.0,25.0,25.0,,18.2,4.0,4.0,1180.0,,1.0,0.0,,0.0,4.0,,0.0,0.92,368.0,0.25,,,,18.0,11.0,,1892.0,,2.0,2.0,720.0,,25.0,1.0,0.0,12.0,4.0,0.5,0.04,1.0,2.0,0.15,,20.0,20.0
Ibrahima Diallo,82.0,,1.1,,0.0,,0.0,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,18.0,0.0,4.0,11.0,1.0,74.0,0.2,0.02,0.2,15.0,15.0,62.5,,,,294.0,8.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,15.0,0.03,-0.2,0.0,4.0,,9.0,9.0,0.0,0.0,,,,,,28.4,11.0,0.0,0.0,,MF,MF,MF,MF,MF,MF,,14.0,128.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,7.0,0.04,8.0,0.0,4.0,10.0,0.0,,,499.0,710.0,57.1,0.2,0.02,0.2,,0.0,61.5,0.0,,,10.0,308.0,0.0,0.0,0.0,,,,0.3,0.04,25.0,8.0,6.0,9.0,,31.0,18.0,,,18,,11,,28.0,,0.0,16.0,-0.2,9.1,,,9.1,9.1,9.1,9.1,9.1,,,,,23.0,,,23.0,23.0,23.0,23.0,23.0,,38.5,6.0,6.0,819.0,,0.0,0.0,,0.0,9.0,,0.0,0.66,287.0,,,,,14.0,13.0,,1445.0,,0.0,5.0,499.0,,1.0,0.0,0.0,6.0,0.0,0.1,0.01,0.0,0.0,0.0,,6.0,6.0
Kamaldeen Sulemana,39.0,,3.72,,0.0,,0.0,gh GHA,gh GHA,gh GHA,gh GHA,gh GHA,gh GHA,9.0,3.0,27.0,6.0,4.0,222.0,1.7,0.16,1.7,9.0,9.0,26.3,,,,294.0,36.0,29.2,9.0,1.0,0.08,0.0,16.0,2.0,0.0,5.0,0.07,0.3,2.0,18.0,,32.0,32.0,1.0,0.09,,,,,,18.8,16.0,2.0,0.19,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",,4.0,47.0,2.0,0.19,2.0,1.0,1.0,0.0,0.0,1.0,0.0,12.0,0.28,24.0,2.0,44.0,40.0,0.0,,,431.0,973.0,28.6,1.7,0.16,1.7,,0.28,52.9,0.65,,,7.0,175.0,0.0,0.0,0.0,,,,3.0,0.28,15.0,4.0,10.0,14.0,,21.0,7.0,,,18,,10,,36.0,,0.0,35.0,0.3,10.7,,,10.7,10.7,10.7,10.7,10.7,,,,,20.0,,,20.0,20.0,20.0,20.0,20.0,,45.6,80.0,80.0,966.0,,0.0,0.0,,0.0,16.0,,0.28,2.24,277.0,0.29,,,,14.0,68.0,,2315.0,,0.0,31.0,431.0,,0.0,4.0,0.0,24.0,7.0,1.3,0.12,18.0,3.0,0.28,,6.0,6.0
Duje Ćaleta-Car,54.0,,0.57,,0.0,,0.0,hr CRO,hr CRO,hr CRO,hr CRO,hr CRO,hr CRO,9.0,0.0,1.0,65.0,1.0,15.0,0.8,0.08,0.8,10.0,10.0,59.4,,,,429.0,2.0,40.0,0.0,0.0,0.2,0.0,4.0,0.0,0.0,19.0,0.16,0.2,0.0,1.0,,5.0,5.0,0.0,0.0,,,,,,12.3,15.0,1.0,0.1,,DF,DF,DF,DF,DF,DF,,9.0,416.0,1.0,0.1,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.08,6.0,0.0,9.0,6.0,0.0,,,695.0,993.0,66.7,0.8,0.08,0.8,,0.1,100.0,0.19,,,4.0,268.0,0.0,0.0,0.0,,,,0.8,0.08,14.0,6.0,3.0,13.0,,29.0,136.0,,,13,,9,,33.0,,0.0,1.0,0.2,10.5,,,10.5,10.5,10.5,10.5,10.5,,,,,25.0,,,25.0,25.0,25.0,25.0,25.0,,0.0,0.0,0.0,946.0,,0.0,0.0,,0.0,2.0,,0.0,0.48,387.0,0.5,,,,9.0,2.0,,1829.0,,1.0,0.0,695.0,,11.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.1,,15.0,15.0
Moussa Djenepo,56.0,,2.15,,0.0,,0.0,ml MLI,ml MLI,ml MLI,ml MLI,ml MLI,ml MLI,11.0,4.0,11.0,7.0,1.0,102.0,0.2,0.02,0.2,11.0,11.0,23.1,,,,182.0,19.0,66.7,2.0,2.0,0.0,0.0,17.0,0.0,0.0,3.0,0.06,-0.2,1.0,12.0,,27.0,27.0,2.0,0.25,,,,,,13.8,19.0,0.0,0.0,,"DF,FW","DF,FW","DF,FW","DF,FW","DF,FW","DF,FW",,13.0,103.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,19.0,0.09,12.0,2.0,16.0,17.0,0.0,,,358.0,726.0,40.7,0.2,0.02,0.2,,0.25,45.2,0.25,,,5.0,158.0,0.0,0.0,0.0,,,,0.7,0.09,19.0,11.0,16.0,10.0,,30.0,16.0,,,16,,7,,19.0,,0.0,15.0,-0.2,7.9,,,7.9,7.9,7.9,7.9,7.9,,,,,24.0,,,24.0,24.0,24.0,24.0,24.0,,40.5,39.0,39.0,710.0,,0.0,0.0,,0.0,7.0,,0.51,0.38,197.0,0.0,,,,27.0,42.0,,1423.0,,0.0,17.0,358.0,,2.0,1.0,0.0,3.0,2.0,0.5,0.06,6.0,2.0,0.25,,11.0,11.0
Alex McCarthy,7.0,1.0,0.17,194.0,0.0,1.0,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.0,17.0,5.0,133.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,36.5,0.0,0.0,1.17,,0.0,0.0,0.0,0.34,GK,GK,GK,GK,GK,GK,-0.84,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,36.5,31.0,261.0,264.0,0.0,0.0,0.0,0.0,14.0,0.0,,0.0,46.7,0.0,0.0,1.0,0.0,0.0,0.0,19.5,13.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,205.0,0.0,29.0,6,6.0,6,6.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,30.0,1.0,1.0,92.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,,0.0,0.0,540.0,540.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,139.0,,6.5,113.0,52.0,1.0,0.0,7.0,546.0,10.9,1.0,0.0,261.0,-5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0
Samuel Edozie,30.0,,3.18,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,1.0,0.0,21.0,6.0,1.0,148.0,0.9,0.14,0.9,10.0,10.0,33.3,,,,188.0,12.0,37.5,3.0,0.0,0.0,1.0,7.0,0.0,0.0,6.0,0.11,-0.9,1.0,11.0,,26.0,26.0,0.0,0.0,,,,,,16.5,7.0,0.0,0.0,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",,6.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,0.2,13.0,0.0,32.0,20.0,0.0,,,278.0,741.0,37.5,0.9,0.14,0.9,,0.0,32.4,0.48,,,10.0,86.0,0.0,0.0,0.0,,,,1.3,0.2,17.0,3.0,5.0,12.0,,23.0,4.0,,,17,,5,,13.0,,0.0,24.0,-0.9,6.3,,,6.3,6.3,6.3,6.3,6.3,,,,,19.0,,,19.0,19.0,19.0,19.0,19.0,,43.2,39.0,39.0,567.0,,0.0,0.0,,0.0,12.0,,0.0,1.27,183.0,0.0,,,,8.0,37.0,,1551.0,,0.0,16.0,278.0,,0.0,0.0,0.0,8.0,3.0,0.4,0.06,13.0,0.0,0.0,,6.0,6.0
Sekou Mara,25.0,,1.95,,0.0,,0.0,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,20.0,3.0,9.0,5.0,1.0,103.0,1.0,0.17,1.0,10.0,10.0,38.5,,,,151.0,13.0,23.5,3.0,1.0,0.06,0.0,11.0,1.0,0.0,25.0,0.06,0.0,3.0,1.0,,7.0,7.0,2.0,0.32,,,,,,16.2,11.0,1.0,0.16,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",,5.0,27.0,1.0,0.16,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.29,8.0,2.0,26.0,12.0,0.0,,,221.0,288.0,33.3,1.0,0.17,1.0,,0.49,44.8,0.65,,,8.0,99.0,0.0,0.0,0.0,,,,1.8,0.29,14.0,3.0,6.0,40.0,,15.0,5.0,,,22,,4,,7.0,,0.0,28.0,0.0,6.2,,,6.2,6.2,6.2,6.2,6.2,,,,,20.0,,,20.0,20.0,20.0,20.0,20.0,,55.2,27.0,27.0,555.0,,0.0,0.0,,0.0,18.0,,0.49,2.76,129.0,0.25,,,,9.0,29.0,,727.0,,0.0,16.0,221.0,,0.0,0.0,0.0,17.0,4.0,0.8,0.12,2.0,3.0,0.49,,1.0,1.0
Paul Onuachu,14.0,,1.55,,0.0,,0.0,ng NGA,ng NGA,ng NGA,ng NGA,ng NGA,ng NGA,14.0,0.0,1.0,4.0,1.0,73.0,1.3,0.28,1.3,2.0,2.0,55.2,,,,115.0,9.0,45.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,37.0,0.12,-1.3,6.0,0.0,,1.0,1.0,0.0,0.0,,,,,,14.2,4.0,0.0,0.0,,FW,FW,FW,FW,FW,FW,,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.31,5.0,0.0,25.0,7.0,0.0,,,153.0,78.0,33.3,1.3,0.28,1.3,,0.0,64.3,1.11,,,1.0,66.0,0.0,0.0,0.0,,,,1.4,0.31,3.0,1.0,2.0,30.0,,3.0,5.0,,,11,,4,,7.0,,0.0,22.0,-1.3,4.5,,,4.5,4.5,4.5,4.5,4.5,,,,,28.0,,,28.0,28.0,28.0,28.0,28.0,,28.6,22.0,22.0,407.0,,0.0,0.0,,0.0,9.0,,0.0,2.43,72.0,0.0,,,,3.0,14.0,,274.0,,0.0,4.0,153.0,,1.0,1.0,0.0,11.0,5.0,0.1,0.03,0.0,0.0,0.0,,0.0,0.0
James Bree,17.0,,1.47,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,1.0,0.0,4.0,11.0,0.0,75.0,0.0,0.01,0.0,3.0,3.0,69.2,,,,111.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.03,0.0,0.0,13.0,,4.0,4.0,0.0,0.0,,,,,,25.3,3.0,0.0,0.0,,DF,DF,DF,DF,DF,DF,,4.0,71.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,6.0,0.0,2.0,6.0,0.0,,,213.0,131.0,75.0,0.0,0.01,0.0,,0.0,66.7,0.25,,,1.0,67.0,0.0,0.0,0.0,,,,0.3,0.06,5.0,3.0,1.0,4.0,,11.0,18.0,,,5,,4,,5.0,,0.0,3.0,0.0,4.1,,,4.1,4.1,4.1,4.1,4.1,,,,,24.0,,,24.0,24.0,24.0,24.0,24.0,,33.3,12.0,12.0,367.0,,0.0,0.0,,0.0,2.0,,0.0,0.25,93.0,0.0,,,,4.0,3.0,,352.0,,0.0,1.0,213.0,,1.0,0.0,0.0,1.0,1.0,0.2,0.06,0.0,0.0,0.0,,6.0,6.0
Juan Larios,9.0,,0.59,,0.0,,0.0,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,1.0,1.0,2.0,4.0,0.0,20.0,0.0,0.0,0.0,6.0,6.0,28.6,,,,47.0,3.0,,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,4.0,,10.0,10.0,0.0,0.0,,,,,,,2.0,0.0,0.0,,DF,DF,DF,DF,DF,DF,,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,,,106.0,201.0,100.0,0.0,0.0,0.0,,0.0,75.0,0.0,,,1.0,55.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,5.0,0.0,5.0,,10.0,10.0,,,5,,2,,4.0,,0.0,3.0,0.0,1.7,,,1.7,1.7,1.7,1.7,1.7,,,,,18.0,,,18.0,18.0,18.0,18.0,18.0,,25.0,1.0,1.0,152.0,,0.0,0.0,,0.0,2.0,,0.59,0.0,38.0,,,,,5.0,4.0,,338.0,,0.0,1.0,106.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,3.0
Oriol Romeu,8.0,,3.65,,0.0,,0.0,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,1.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,20.0,1.0,,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,,0.0,0.0,1.0,,2.0,2.0,0.0,0.0,,,,,,,1.0,0.0,0.0,,MF,MF,MF,MF,MF,MF,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,,,37.0,66.0,,0.0,0.0,0.0,,0.0,100.0,0.0,,,1.0,19.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,,,1,,1,,4.0,,0.0,1.0,0.0,0.8,,,0.8,0.8,0.8,0.8,0.8,,,,,30.0,,,30.0,30.0,30.0,30.0,30.0,,0.0,0.0,0.0,74.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,18.0,,,,,0.0,1.0,,128.0,,0.0,0.0,37.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0
Yan Valery,2.0,,0.0,,0.0,,0.0,tn TUN,tn TUN,tn TUN,tn TUN,tn TUN,tn TUN,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,20.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,0.0,,DF,DF,DF,DF,DF,DF,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,28.0,18.0,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,18.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,,,1,,1,,0.0,,0.0,1.0,0.0,0.5,,,0.5,0.5,0.5,0.5,0.5,,,,,23.0,,,23.0,23.0,23.0,23.0,23.0,,,0.0,0.0,45.0,,0.0,0.0,,0.0,3.0,,0.0,0.0,17.0,,,,,0.0,0.0,,91.0,,0.0,0.0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Jack Stephens,0.0,,0.0,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,1.0,0.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,100.0,,,,25.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,3.0,3.0,0.0,0.0,,,,,,,1.0,0.0,0.0,,DF,DF,DF,DF,DF,DF,,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33.0,86.0,100.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,17.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,1.0,0.0,0.0,,3.0,4.0,,,2,,0,,3.0,,0.0,0.0,0.0,0.5,,,0.5,0.5,0.5,0.5,0.5,,,,,28.0,,,28.0,28.0,28.0,28.0,28.0,,,0.0,0.0,46.0,,0.0,0.0,,0.0,1.0,,0.0,0.0,16.0,,,,,1.0,0.0,,135.0,,0.0,0.0,33.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0
Valentino Livramento,4.0,,0.0,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,16.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,"DF,FW","DF,FW","DF,FW","DF,FW","DF,FW","DF,FW",,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,37.0,17.0,,0.0,0.0,0.0,,0.0,66.7,0.0,,,0.0,16.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,1.0,,4.0,5.0,,,2,,0,,0.0,,0.0,1.0,0.0,0.3,,,0.3,0.3,0.3,0.3,0.3,,,,,19.0,,,19.0,19.0,19.0,19.0,19.0,,0.0,0.0,0.0,28.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,10.0,,,,,0.0,3.0,,48.0,,0.0,0.0,37.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0
