Player,Recov,CK,SCA90,Att (GK),PKatt,PKatt,PKatt,Nation,Nation,Nation,Nation,Nation,Nation,Fls,GCA,1/3,Clr,Att 3rd,Att 3rd,npxG,npxG,npxG,TklW,TklW,Won%,GA,GA,L,Rec,Succ,SoT%,TO,TO,G/Sh,PKwon,Pass,Def,Def,Won,npxG/Sh,np:G-xG,Off,Crs,PKm,PrgC,PrgC,Ast,Ast,Launch%,Launch%,W,CS%,#OPA/90,Dist,Blocks,G-PK,G-PK,PSxG/SoT,Pos,Pos,Pos,Pos,Pos,Pos,/90,Def 3rd,Def 3rd,Gls,Gls,Gls,CrdY,CrdY,CrdR,CrdR,Fld,Fld,Fld,xG+xAG,PassLive,PassLive,Att Pen,SCA,PKcon,AvgLen,AvgLen,Touches,PrgDist,Tkl%,xG,xG,xG,Saves,G+A-PK,Succ%,SoT/90,Save%,Save%,Mid 3rd,Mid 3rd,PK,PK,2CrdY,Cmp%,AvgDist,D,npxG+xAG,npxG+xAG,Tkl,Tkl,Lost,Lost,Cmp,Tkl+Int,Def Pen,CS,Thr,MP,MP,Starts,Starts,PrgP,OG,OG,Mis,G-xG,90s,90s,90s,90s,90s,90s,90s,90s,SoTA,PKA,PKA,Opp,Age,Age,Age,Age,Age,Age,Age,Age,PKsv,Tkld%,PrgR,PrgR,Min,Min,PassDead,PassDead,FK,FK,Dis,GA90,GCA90,Sh/90,Carries,G/SoT,Stp%,Att,Att,Att,Att,#OPA,TotDist,PSxG,Err,Tkld,Live,PSxG+/-,Sh,Sh,Sh,Sh,SoT,xAG,xAG,CPA,G+A,G+A,Stp,Int,Int
Jadon Sancho,109.0,,4.64,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,9.0,9.0,39.0,6.0,4.0,536.0,4.2,0.22,4.2,10.0,10.0,14.3,,,,715.0,33.0,42.9,4.0,2.0,0.29,0.0,23.0,0.0,0.0,2.0,0.2,1.8,8.0,17.0,,88.0,88.0,3.0,0.16,,,,,,14.1,25.0,6.0,0.32,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",,7.0,118.0,6.0,0.32,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.49,80.0,7.0,106.0,87.0,0.0,,,977.0,2193.0,28.6,4.2,0.22,4.2,,0.48,42.3,0.48,,,5.0,339.0,0.0,0.0,0.0,,,,9.2,0.49,16.0,8.0,20.0,12.0,,23.0,16.0,,,26,,21,,76.0,,0.0,50.0,1.8,18.7,,,18.7,18.7,18.7,18.7,18.7,,,,,22.0,,,22.0,22.0,22.0,22.0,22.0,,51.3,173.0,173.0,1686.0,,1.0,0.0,,0.0,20.0,,0.48,1.12,640.0,0.67,,,,28.0,78.0,,3825.0,,0.0,40.0,977.0,,2.0,2.0,0.0,21.0,9.0,5.0,0.27,45.0,9.0,0.48,,7.0,7.0
Aaron Wan-Bissaka,73.0,,1.88,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,11.0,1.0,24.0,41.0,3.0,286.0,1.2,0.07,1.2,25.0,25.0,43.3,,,,600.0,17.0,20.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.12,-1.2,0.0,14.0,,41.0,41.0,0.0,0.0,,,,,,14.7,24.0,0.0,0.0,,DF,DF,DF,DF,DF,DF,,20.0,346.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.14,29.0,1.0,44.0,30.0,0.0,,,1026.0,1370.0,92.0,1.2,0.07,1.2,,0.0,48.6,0.13,,,17.0,400.0,0.0,0.0,0.0,,,,2.2,0.14,40.0,23.0,2.0,17.0,,62.0,75.0,,,19,,16,,55.0,,0.0,14.0,-1.2,15.9,,,15.9,15.9,15.9,15.9,15.9,,,,,24.0,,,24.0,24.0,24.0,24.0,24.0,,51.4,64.0,64.0,1435.0,,0.0,0.0,,0.0,10.0,,0.06,0.63,524.0,0.0,,,,25.0,35.0,,2614.0,,0.0,18.0,1026.0,,8.0,1.0,0.0,10.0,2.0,1.0,0.06,4.0,0.0,0.0,,22.0,22.0
Tyrell Malacia,90.0,,1.22,,0.0,,0.0,nl NED,nl NED,nl NED,nl NED,nl NED,nl NED,39.0,0.0,17.0,49.0,1.0,225.0,0.2,0.02,0.2,33.0,33.0,66.7,,,,557.0,6.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,0.05,-0.2,3.0,15.0,,19.0,19.0,0.0,0.0,,,,,,22.1,13.0,0.0,0.0,,DF,DF,DF,DF,DF,DF,,33.0,378.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,13.0,0.06,19.0,0.0,16.0,19.0,0.0,,,989.0,1023.0,56.0,0.2,0.02,0.2,,0.0,31.6,0.13,,,12.0,392.0,0.0,0.0,0.0,,,,0.9,0.06,46.0,14.0,11.0,4.0,,71.0,54.0,,,22,,14,,44.0,,0.0,17.0,-0.2,15.5,,,15.5,15.5,15.5,15.5,15.5,,,,,22.0,,,22.0,22.0,22.0,22.0,22.0,,68.4,33.0,33.0,1396.0,,0.0,0.0,,0.0,8.0,,0.0,0.32,472.0,0.0,,,,25.0,19.0,,2127.0,,0.0,13.0,989.0,,3.0,0.0,0.0,5.0,2.0,0.7,0.04,3.0,0.0,0.0,,25.0,25.0
Victor Lindelöf,84.0,,0.4,,0.0,,0.0,se SWE,se SWE,se SWE,se SWE,se SWE,se SWE,10.0,0.0,4.0,63.0,3.0,35.0,0.3,0.02,0.3,17.0,17.0,62.3,,,,739.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,33.0,0.09,-0.3,0.0,1.0,,3.0,3.0,0.0,0.0,,,,,,7.9,18.0,0.0,0.0,,DF,DF,DF,DF,DF,DF,,10.0,550.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.03,6.0,0.0,5.0,6.0,0.0,,,1074.0,1529.0,52.9,0.3,0.02,0.3,,0.0,66.7,0.0,,,9.0,491.0,0.0,0.0,0.0,,,,0.4,0.03,22.0,9.0,8.0,20.0,,43.0,145.0,,,20,,14,,36.0,,0.0,1.0,-0.3,15.2,,,15.2,15.2,15.2,15.2,15.2,,,,,28.0,,,28.0,28.0,28.0,28.0,28.0,,33.3,1.0,1.0,1365.0,,0.0,0.0,,0.0,2.0,,0.0,0.2,652.0,,,,,17.0,3.0,,3094.0,,1.0,1.0,1074.0,,9.0,0.0,0.0,3.0,0.0,0.1,0.01,0.0,0.0,0.0,,21.0,21.0
Fred,127.0,,4.25,,0.0,,0.0,br BRA,br BRA,br BRA,br BRA,br BRA,br BRA,33.0,4.0,17.0,19.0,3.0,279.0,2.0,0.14,2.0,30.0,30.0,50.0,,,,614.0,12.0,19.2,1.0,0.0,0.08,0.0,36.0,2.0,0.0,11.0,0.08,0.0,1.0,14.0,,10.0,10.0,2.0,0.14,,,,,,19.5,38.0,2.0,0.14,,MF,MF,MF,MF,MF,MF,,24.0,250.0,2.0,0.14,2.0,6.0,6.0,0.0,0.0,3.0,0.0,22.0,0.35,49.0,3.0,37.0,59.0,0.0,,,999.0,1034.0,39.5,2.0,0.14,2.0,,0.29,37.5,0.36,,,20.0,483.0,0.0,0.0,0.0,,,,4.9,0.35,47.0,15.0,23.0,11.0,,66.0,38.0,,,35,,12,,76.0,,0.0,26.0,0.0,13.9,,,13.9,13.9,13.9,13.9,13.9,,,,,29.0,,,29.0,29.0,29.0,29.0,29.0,,46.9,50.0,50.0,1249.0,,0.0,0.0,,0.0,16.0,,0.29,1.87,537.0,0.4,,,,38.0,32.0,,2158.0,,0.0,15.0,999.0,,2.0,4.0,1.0,26.0,5.0,2.9,0.21,3.0,4.0,0.29,,19.0,19.0
Anthony Martial,20.0,,2.58,,1.0,,1.0,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,8.0,5.0,13.0,4.0,3.0,249.0,5.5,0.5,5.5,3.0,3.0,37.0,,,,371.0,14.0,46.2,1.0,1.0,0.19,1.0,9.0,1.0,0.0,10.0,0.21,-0.5,7.0,4.0,,18.0,18.0,2.0,0.18,,,,,,13.2,11.0,5.0,0.46,,FW,FW,FW,FW,FW,FW,,0.0,31.0,6.0,0.55,6.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.7,22.0,2.0,49.0,28.0,0.0,,,443.0,570.0,25.0,6.2,0.58,6.2,,0.64,53.8,1.1,,,2.0,166.0,1.0,1.0,0.0,,,,6.9,0.63,5.0,1.0,3.0,17.0,,6.0,10.0,,,21,,11,,35.0,,0.0,33.0,-0.2,10.9,,,10.9,10.9,10.9,10.9,10.9,,,,,26.0,,,26.0,26.0,26.0,26.0,26.0,,34.6,87.0,87.0,978.0,,0.0,0.0,,0.0,20.0,,0.46,2.39,297.0,0.42,,,,4.0,26.0,,1296.0,,0.0,9.0,442.0,,2.0,3.0,1.0,26.0,12.0,1.4,0.13,8.0,8.0,0.74,,1.0,1.0
Scott McTominay,78.0,,1.78,,0.0,,0.0,sct SCO,sct SCO,sct SCO,sct SCO,sct SCO,sct SCO,28.0,0.0,16.0,45.0,6.0,132.0,1.9,0.15,1.9,19.0,19.0,59.6,,,,359.0,13.0,46.2,1.0,0.0,0.08,0.0,9.0,0.0,0.0,34.0,0.15,-0.9,0.0,4.0,,20.0,20.0,0.0,0.0,,,,,,14.9,15.0,1.0,0.08,,MF,MF,MF,MF,MF,MF,,16.0,205.0,1.0,0.08,1.0,8.0,8.0,0.0,0.0,2.0,0.0,16.0,0.19,18.0,0.0,25.0,23.0,1.0,,,618.0,782.0,59.1,1.9,0.15,1.9,,0.08,50.0,0.47,,,10.0,287.0,0.0,0.0,0.0,,,,2.5,0.19,32.0,13.0,9.0,23.0,,46.0,69.0,,,24,,10,,33.0,,0.0,24.0,-0.9,12.9,,,12.9,12.9,12.9,12.9,12.9,,,,,25.0,,,25.0,25.0,25.0,25.0,25.0,,34.6,19.0,19.0,1160.0,,0.0,0.0,,0.0,19.0,,0.0,1.01,315.0,0.17,,,,22.0,26.0,,1610.0,,1.0,9.0,618.0,,6.0,2.0,0.0,13.0,6.0,0.6,0.04,3.0,1.0,0.08,,14.0,14.0
Wout Weghorst,34.0,,3.05,,0.0,,0.0,nl NED,nl NED,nl NED,nl NED,nl NED,nl NED,14.0,2.0,7.0,9.0,4.0,97.0,2.0,0.23,2.0,5.0,5.0,37.5,,,,206.0,4.0,35.7,1.0,0.0,0.0,0.0,5.0,1.0,0.0,15.0,0.14,-2.0,5.0,0.0,,3.0,3.0,1.0,0.11,,,,,,12.5,7.0,0.0,0.0,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",,6.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,0.36,22.0,2.0,26.0,27.0,0.0,,,291.0,156.0,22.2,2.0,0.23,2.0,,0.11,33.3,0.56,,,1.0,151.0,0.0,0.0,0.0,,,,3.2,0.36,11.0,2.0,7.0,25.0,,18.0,16.0,,,17,,10,,17.0,,0.0,15.0,-2.0,8.9,,,8.9,8.9,8.9,8.9,8.9,,,,,29.0,,,29.0,29.0,29.0,29.0,29.0,,58.3,41.0,41.0,797.0,,0.0,0.0,,0.0,12.0,,0.23,1.58,161.0,0.0,,,,9.0,12.0,,462.0,,0.0,7.0,291.0,,2.0,2.0,0.0,14.0,5.0,1.2,0.13,0.0,1.0,0.11,,7.0,7.0
Harry Maguire,55.0,,0.59,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,8.0,1.0,6.0,41.0,1.0,32.0,0.3,0.04,0.3,6.0,6.0,53.2,,,,448.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,25.0,0.12,-0.3,0.0,1.0,,8.0,8.0,0.0,0.0,,,,,,9.0,18.0,0.0,0.0,,DF,DF,DF,DF,DF,DF,,6.0,353.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.04,5.0,1.0,9.0,5.0,0.0,,,672.0,1449.0,80.0,0.3,0.04,0.3,,0.0,66.7,0.0,,,1.0,291.0,0.0,0.0,0.0,,,,0.4,0.04,8.0,4.0,1.0,22.0,,21.0,77.0,,,16,,8,,26.0,,0.0,1.0,-0.3,8.5,,,8.5,8.5,8.5,8.5,8.5,,,,,29.0,,,29.0,29.0,29.0,29.0,29.0,,33.3,4.0,4.0,767.0,,0.0,0.0,,0.0,0.0,,0.12,0.35,414.0,,,,,5.0,3.0,,2286.0,,0.0,1.0,672.0,,11.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,,13.0,13.0
Marcel Sabitzer,52.0,,2.87,,0.0,,0.0,at AUT,at AUT,at AUT,at AUT,at AUT,at AUT,8.0,3.0,6.0,11.0,1.0,110.0,0.7,0.11,0.7,8.0,8.0,54.2,,,,247.0,1.0,27.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.07,-0.7,1.0,4.0,,8.0,8.0,1.0,0.14,,,,,,18.2,6.0,0.0,0.0,,MF,MF,MF,MF,MF,MF,,3.0,69.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,10.0,0.24,16.0,3.0,20.0,20.0,0.0,,,377.0,361.0,18.2,0.7,0.11,0.7,,0.14,33.3,0.43,,,8.0,200.0,0.0,0.0,0.0,,,,1.7,0.24,12.0,2.0,9.0,11.0,,20.0,18.0,,,11,,7,,38.0,,0.0,9.0,-0.7,7.0,,,7.0,7.0,7.0,7.0,7.0,,,,,28.0,,,28.0,28.0,28.0,28.0,28.0,,33.3,26.0,26.0,627.0,,1.0,0.0,,1.0,5.0,,0.43,1.58,209.0,0.0,,,,11.0,3.0,,751.0,,0.0,1.0,377.0,,2.0,1.0,0.0,11.0,3.0,0.9,0.13,0.0,1.0,0.14,,8.0,8.0
Alejandro Garnacho,28.0,,3.48,,0.0,,0.0,ar ARG,ar ARG,ar ARG,ar ARG,ar ARG,ar ARG,8.0,6.0,27.0,3.0,3.0,196.0,3.0,0.48,3.0,2.0,2.0,23.1,,,,235.0,12.0,37.5,3.0,1.0,0.13,0.0,5.0,0.0,0.0,3.0,0.13,0.0,3.0,2.0,,33.0,33.0,2.0,0.32,,,,,,16.3,5.0,3.0,0.47,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",,2.0,29.0,3.0,0.47,3.0,3.0,3.0,0.0,0.0,1.0,0.0,8.0,0.64,17.0,5.0,59.0,22.0,0.0,,,305.0,896.0,9.1,3.0,0.48,3.0,,0.79,27.3,1.42,,,0.0,84.0,0.0,0.0,0.0,,,,4.1,0.64,5.0,1.0,10.0,10.0,,10.0,3.0,,,19,,5,,12.0,,0.0,27.0,0.0,6.3,,,6.3,6.3,6.3,6.3,6.3,,,,,18.0,,,18.0,18.0,18.0,18.0,18.0,,61.4,85.0,85.0,569.0,,0.0,0.0,,0.0,14.0,,0.95,3.8,220.0,0.33,,,,11.0,44.0,,1666.0,,0.0,27.0,305.0,,0.0,1.0,0.0,24.0,9.0,1.0,0.16,28.0,5.0,0.79,,5.0,5.0
Anthony Elanga,17.0,,3.59,,0.0,,0.0,se SWE,se SWE,se SWE,se SWE,se SWE,se SWE,3.0,1.0,3.0,4.0,1.0,100.0,0.7,0.15,0.7,0.0,0.0,42.1,,,,139.0,5.0,40.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.07,-0.7,3.0,7.0,,12.0,12.0,1.0,0.21,,,,,,13.8,4.0,0.0,0.0,,FW,FW,FW,FW,FW,FW,,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.34,13.0,1.0,28.0,17.0,0.0,,,197.0,276.0,50.0,0.7,0.15,0.7,,0.21,33.3,0.85,,,2.0,71.0,0.0,0.0,0.0,,,,1.6,0.34,3.0,1.0,1.0,11.0,,5.0,4.0,,,16,,5,,8.0,,0.0,13.0,-0.7,4.7,,,4.7,4.7,4.7,4.7,4.7,,,,,20.0,,,20.0,20.0,20.0,20.0,20.0,,46.7,28.0,28.0,426.0,,0.0,0.0,,0.0,7.0,,0.21,2.11,109.0,0.0,,,,2.0,15.0,,656.0,,0.0,7.0,197.0,,0.0,3.0,0.0,10.0,4.0,0.9,0.19,7.0,1.0,0.21,,2.0,2.0
Cristiano Ronaldo,12.0,,1.71,,0.0,,0.0,pt POR,pt POR,pt POR,pt POR,pt POR,pt POR,7.0,0.0,6.0,9.0,1.0,106.0,1.9,0.32,1.9,2.0,2.0,65.2,,,,167.0,4.0,24.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,15.0,0.08,-0.9,8.0,3.0,,9.0,9.0,0.0,0.0,,,,,,17.7,0.0,1.0,0.17,,FW,FW,FW,FW,FW,FW,,1.0,25.0,1.0,0.17,1.0,2.0,2.0,0.0,0.0,1.0,0.0,5.0,0.4,9.0,0.0,32.0,10.0,0.0,,,220.0,288.0,50.0,1.9,0.32,1.9,,0.17,44.4,1.03,,,0.0,91.0,0.0,0.0,0.0,,,,2.3,0.4,2.0,1.0,1.0,8.0,,3.0,8.0,,,10,,4,,12.0,,0.0,7.0,-0.9,5.8,,,5.8,5.8,5.8,5.8,5.8,,,,,37.0,,,37.0,37.0,37.0,37.0,37.0,,33.3,33.0,33.0,525.0,,0.0,0.0,,1.0,3.0,,0.0,4.29,94.0,0.17,,,,2.0,9.0,,477.0,,0.0,3.0,220.0,,0.0,0.0,0.0,25.0,6.0,0.4,0.07,3.0,1.0,0.17,,1.0,1.0
Donny van de Beek,3.0,,3.23,,0.0,,0.0,nl NED,nl NED,nl NED,nl NED,nl NED,nl NED,4.0,0.0,3.0,1.0,0.0,46.0,0.1,0.05,0.1,0.0,0.0,50.0,,,,53.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.05,-0.1,1.0,0.0,,2.0,2.0,0.0,0.0,,,,,,10.1,2.0,0.0,0.0,,MF,MF,MF,MF,MF,MF,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11,6.0,0.0,11.0,6.0,0.0,,,72.0,85.0,0.0,0.1,0.05,0.1,,0.0,66.7,0.0,,,0.0,23.0,0.0,0.0,0.0,,,,0.2,0.11,0.0,0.0,1.0,3.0,,1.0,1.0,,,7,,2,,6.0,,0.0,2.0,-0.1,1.9,,,1.9,1.9,1.9,1.9,1.9,,,,,25.0,,,25.0,25.0,25.0,25.0,25.0,,33.3,20.0,20.0,167.0,,0.0,0.0,,0.0,2.0,,0.0,1.08,39.0,,,,,1.0,3.0,,148.0,,0.0,1.0,72.0,,1.0,0.0,0.0,2.0,0.0,0.1,0.06,0.0,0.0,0.0,,1.0,1.0
Facundo Pellistri,1.0,,1.41,,0.0,,0.0,uy URU,uy URU,uy URU,uy URU,uy URU,uy URU,1.0,1.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,,,,,14.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,,,24.0,45.0,,0.0,0.0,0.0,,0.0,66.7,0.0,,,1.0,7.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,,,4,,0,,1.0,,0.0,2.0,0.0,0.7,,,0.7,0.7,0.7,0.7,0.7,,,,,20.0,,,20.0,20.0,20.0,20.0,20.0,,33.3,2.0,2.0,64.0,,0.0,0.0,,0.0,1.0,,1.41,0.0,12.0,,,,,0.0,3.0,,148.0,,0.0,1.0,24.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Kobbie Mainoo,0.0,,16.36,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,6.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,,,,,,,1.0,0.0,0.0,,MF,MF,MF,MF,MF,MF,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,,,11.0,48.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,4.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1,,0,,1.0,,0.0,0.0,0.0,0.1,,,0.1,0.1,0.1,0.1,0.1,,,,,17.0,,,17.0,17.0,17.0,17.0,17.0,,100.0,1.0,1.0,11.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,5.0,,,,,0.0,1.0,,64.0,,0.0,1.0,11.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Rhys Bennett,,,,,,,,eng ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Bishop,,,,,,,,eng ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Butland,,,,,,,,eng ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Dúbravka,,,,,,,,sk SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Garner,,,,,,,,eng ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Heaton,,,,,,,,eng ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zidane Iqbal,,,,,,,,iq IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Jurado,,,,,,,,es ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kovar,,,,,,,,cz CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shola Shoretire,,,,,,,,eng ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Williams,,,,,,,,eng ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squad Total,2190.0,6.0,27.66,909.0,3.0,3.0,3.0,,,,,,,424.0,99.0,515.0,771.0,84.0,6570.0,65.3,1.72,65.3,400.0,400.0,51.7,43.0,43.0,9.0,16447.0,317.0,34.9,46.0,8.0,0.09,2.0,350.0,9.0,0.0,465.0,0.11,-12.3,79.0,517.0,0.0,711.0,711.0,42.0,1.11,37.0,37.4,23.0,44.7,0.84,17.8,496.0,53.0,1.39,0.27,,,,,,,-0.02,343.0,8093.0,56.0,1.47,56.0,78.0,78.0,2.0,2.0,35.0,4.0,297.0,3.15,840.0,79.0,1036.0,1051.0,3.0,,31.7,24848.0,37126.0,50.3,67.7,1.78,67.7,99.0,2.5,43.4,5.42,71.1,33.3,231.0,10389.0,3.0,3.0,0.0,31.4,,6.0,117.5,3.09,658.0,301.0,297.0,434.0,141.0,1010.0,2639.0,17.0,128.0,38,38.0,418,38.0,1595.0,1.0,1.0,497.0,-11.7,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,142.0,2.0,2.0,526.0,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,1.0,46.3,1578.0,1578.0,3420.0,3420.0,58.0,3.0,2.0,20.0,293.0,1.13,2.61,15.53,14245.0,0.26,2.9,449.0,302.0,598.0,730.0,32.0,70351.0,41.3,11.0,338.0,24845.0,-0.7,146.0,63.0,5.0,590.0,206.0,52.2,1.37,239.0,98.0,2.58,15.0,352.0,352.0
