Player,Cmp%,Launch%,Launch%,MP,MP,Gls,Gls,Gls,SoT%,Age,Age,Age,Age,Age,Age,Age,Age,Pass,Tkl,Tkl,PKwon,Fld,Fld,Fld,Sh/90,Def,Def,Stp,Opp,G/Sh,Err,Int,Int,Succ%,Lost,Lost,PKsv,Att (GK),PSxG+/-,Save%,Save%,Nation,Nation,Nation,Nation,Nation,Nation,Pos,Pos,Pos,Pos,Pos,Pos,SoT/90,Rec,Blocks,Tkld,W,CS%,Recov,xAG,xAG,Att 3rd,Att 3rd,SCA,#OPA/90,TklW,TklW,AvgLen,AvgLen,PKcon,PrgR,PrgR,PrgDist,npxG/Sh,Saves,FK,FK,D,Tkl+Int,Live,Min,Min,Clr,np:G-xG,npxG+xAG,npxG+xAG,Crs,Def 3rd,Def 3rd,npxG,npxG,npxG,Def Pen,PKA,PKA,Mis,OG,OG,SoTA,xG+xAG,PassLive,PassLive,PSxG/SoT,Won%,Thr,TO,TO,G-xG,xG,xG,xG,G-PK,G-PK,PrgP,AvgDist,Ast,Ast,/90,CK,GA90,G+A-PK,TotDist,Starts,Starts,2CrdY,CrdR,CrdR,Dis,Sh,Sh,Sh,Sh,PSxG,Won,Stp%,Att Pen,Tkl%,Mid 3rd,Mid 3rd,PK,PK,Tkld%,PrgC,PrgC,SCA90,#OPA,CrdY,CrdY,PKatt,PKatt,PKatt,GCA90,Touches,CS,Dist,Fls,Succ,SoT,Carries,Att,Att,Att,Att,Off,Cmp,CPA,GCA,G/SoT,GA,GA,90s,90s,90s,90s,90s,90s,90s,90s,G+A,G+A,PassDead,PassDead,PKm,1/3,L
Abdoulaye Doucouré,,,,25,,5.0,0.29,5.0,40.0,29.0,,,29.0,29.0,29.0,29.0,29.0,23.0,31.0,12.0,0.0,0.0,0.0,4.0,1.17,2.0,0.0,,,0.25,0.0,13.0,13.0,60.6,25.0,30.0,,,,,,ml MLI,ml MLI,ml MLI,ml MLI,ml MLI,ml MLI,MF,MF,MF,MF,MF,MF,0.47,440.0,26.0,11.0,,,100.0,2.2,0.13,7.0,242.0,45.0,,20.0,20.0,,,1.0,66.0,66.0,896.0,0.12,,,0.0,,44.0,713.0,1533.0,,11.0,2.6,4.6,0.27,8.0,9.0,156.0,2.4,0.14,2.4,18.0,,,27.0,,0.0,,0.27,38.0,3.0,,30.2,,3.0,0.0,2.6,2.4,0.14,2.4,5.0,0.29,38.0,,2.0,0.12,,,,0.41,1689.0,17,,0.0,1.0,1.0,13.0,3.0,2.0,0.0,20.0,,13.0,,45.0,32.4,15.0,327.0,0.0,0.0,33.3,23.0,23.0,2.65,,6.0,6.0,0.0,,0.0,0.18,713.0,,13.2,21.0,20.0,8.0,371.0,,,37.0,33.0,8.0,,7.0,3.0,0.63,,,17.0,,,17.0,17.0,17.0,17.0,17.0,7.0,0.41,0.0,0.0,,16.0,
Dominic Calvert-Lewin,,,,17,,2.0,0.15,2.0,30.0,25.0,,,25.0,25.0,25.0,25.0,25.0,4.0,4.0,1.0,1.0,2.0,1.0,14.0,2.32,0.0,0.0,,,0.03,0.0,3.0,3.0,53.6,4.0,72.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,FW,FW,FW,FW,FW,FW,0.7,286.0,5.0,10.0,,,28.0,0.8,0.06,3.0,200.0,24.0,,2.0,2.0,,,0.0,56.0,56.0,405.0,0.17,,,0.0,,7.0,375.0,1165.0,,18.0,-4.0,5.9,0.45,6.0,1.0,39.0,5.0,0.39,5.0,20.0,,,40.0,,0.0,,0.51,16.0,2.0,,47.8,,5.0,1.0,-3.8,5.8,0.45,5.8,1.0,0.08,15.0,,1.0,0.08,,,,0.15,972.0,15,,0.0,0.0,0.0,12.0,1.0,1.0,0.0,30.0,,66.0,,59.0,20.0,0.0,143.0,1.0,1.0,35.7,18.0,18.0,1.85,,3.0,3.0,1.0,,1.0,0.31,376.0,,11.8,22.0,15.0,9.0,186.0,,,5.0,28.0,19.0,,10.0,4.0,0.11,,,12.9,,,12.9,12.9,12.9,12.9,12.9,3.0,0.23,0.0,0.0,,11.0,
Nathan Patterson,,,,19,,0.0,0.0,0.0,12.5,20.0,,,20.0,20.0,20.0,20.0,20.0,20.0,49.0,29.0,0.0,2.0,0.0,13.0,0.56,1.0,0.0,,,0.0,0.0,15.0,15.0,45.8,24.0,12.0,,,,,,sct SCO,sct SCO,sct SCO,sct SCO,sct SCO,sct SCO,"DF,MF","DF,MF","DF,MF","DF,MF","DF,MF","DF,MF",0.07,431.0,24.0,12.0,,,80.0,0.4,0.03,4.0,238.0,20.0,,24.0,24.0,,,0.0,51.0,51.0,851.0,0.06,,,0.0,,64.0,836.0,1279.0,,45.0,-0.5,0.9,0.07,39.0,32.0,310.0,0.5,0.03,0.5,71.0,,,22.0,,0.0,,0.07,16.0,0.0,,45.5,,0.0,0.0,-0.5,0.5,0.03,0.5,0.0,0.0,24.0,,0.0,0.0,,,,0.0,1940.0,14,,0.0,0.0,0.0,9.0,4.0,0.0,0.0,8.0,,10.0,,19.0,54.7,13.0,295.0,0.0,0.0,50.0,16.0,16.0,1.41,,3.0,3.0,0.0,,0.0,0.0,836.0,,18.2,14.0,11.0,1.0,349.0,,,53.0,24.0,1.0,,3.0,0.0,0.0,,,14.2,,,14.2,14.2,14.2,14.2,14.2,0.0,0.0,1.0,0.0,,12.0,
Anthony Gordon,,,,16,,3.0,0.25,3.0,61.5,21.0,,,21.0,21.0,21.0,21.0,21.0,19.0,34.0,8.0,0.0,1.0,0.0,15.0,2.14,2.0,0.0,,,0.12,0.0,4.0,4.0,24.4,15.0,29.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,FW,FW,FW,FW,FW,FW,1.32,290.0,19.0,29.0,,,56.0,0.6,0.05,7.0,218.0,23.0,,22.0,22.0,,,0.0,67.0,67.0,704.0,0.13,,,1.0,,38.0,464.0,1095.0,,11.0,-0.3,3.9,0.32,25.0,17.0,87.0,3.3,0.27,3.3,13.0,,,32.0,,0.0,,0.32,13.0,0.0,,23.7,,1.0,0.0,-0.3,3.3,0.27,3.3,3.0,0.25,19.0,,0.0,0.0,,,,0.25,1875.0,12,,0.0,0.0,0.0,23.0,0.0,6.0,0.0,26.0,,9.0,,47.0,34.8,10.0,165.0,0.0,0.0,64.4,28.0,28.0,1.89,,6.0,6.0,0.0,,0.0,0.0,464.0,,16.6,20.0,11.0,16.0,252.0,,,23.0,45.0,3.0,,13.0,0.0,0.19,,,12.2,,,12.2,12.2,12.2,12.2,12.2,3.0,0.25,0.0,0.0,,23.0,
Neal Maupay,,,,27,,1.0,0.08,1.0,40.6,25.0,,,25.0,25.0,25.0,25.0,25.0,8.0,11.0,2.0,0.0,3.0,0.0,21.0,2.58,0.0,0.0,,,0.03,0.0,5.0,5.0,36.8,2.0,48.0,,,,,,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,FW,FW,FW,FW,FW,FW,1.05,280.0,8.0,12.0,,,26.0,0.6,0.05,4.0,194.0,18.0,,5.0,5.0,,,0.0,61.0,61.0,306.0,0.15,,,0.0,,16.0,387.0,1118.0,,0.0,-3.8,5.4,0.43,3.0,3.0,27.0,4.8,0.39,4.8,1.0,,,38.0,,0.0,,0.43,12.0,1.0,,23.8,,1.0,0.0,-3.8,4.8,0.39,4.8,1.0,0.08,11.0,,0.0,0.0,,,,0.08,864.0,11,,0.0,0.0,0.0,16.0,0.0,2.0,0.0,32.0,,15.0,,49.0,50.0,4.0,172.0,0.0,0.0,63.2,8.0,8.0,1.45,,4.0,4.0,0.0,,0.0,0.08,387.0,,14.3,14.0,7.0,13.0,219.0,,,4.0,19.0,1.0,,3.0,1.0,0.08,,,12.4,,,12.4,12.4,12.4,12.4,12.4,1.0,0.08,0.0,0.0,,7.0,
Michael Keane,,,,12,,1.0,0.09,1.0,28.6,29.0,,,29.0,29.0,29.0,29.0,29.0,5.0,7.0,5.0,0.0,1.0,0.0,4.0,1.28,0.0,0.0,,,0.07,1.0,14.0,14.0,57.1,3.0,33.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,DF,DF,DF,DF,DF,DF,0.37,275.0,12.0,2.0,,,62.0,0.7,0.07,0.0,55.0,10.0,,4.0,4.0,,,2.0,4.0,4.0,719.0,0.1,,,0.0,,21.0,565.0,985.0,,55.0,-0.3,2.1,0.19,4.0,5.0,275.0,1.3,0.12,1.3,83.0,,,6.0,,0.0,,0.19,8.0,2.0,,67.0,,0.0,0.0,-0.3,1.3,0.12,1.3,1.0,0.09,31.0,,2.0,0.18,,,,0.27,1282.0,10,,0.0,0.0,0.0,2.0,7.0,1.0,0.0,14.0,,67.0,,24.0,62.5,2.0,239.0,0.0,0.0,28.6,2.0,2.0,0.91,,0.0,0.0,0.0,,0.0,0.18,565.0,,12.9,7.0,4.0,4.0,257.0,,,8.0,7.0,0.0,,0.0,2.0,0.25,,,10.9,,,10.9,10.9,10.9,10.9,10.9,3.0,0.27,0.0,0.0,,2.0,
Ben Godfrey,,,,13,,0.0,0.0,0.0,0.0,24.0,,,24.0,24.0,24.0,24.0,24.0,6.0,20.0,11.0,0.0,0.0,0.0,5.0,0.67,0.0,0.0,,,0.0,1.0,8.0,8.0,37.5,18.0,17.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,DF,DF,DF,DF,DF,DF,0.0,159.0,12.0,3.0,,,35.0,0.2,0.02,2.0,63.0,4.0,,11.0,11.0,,,0.0,7.0,7.0,426.0,0.21,,,0.0,,28.0,391.0,802.0,,33.0,-1.2,1.4,0.16,7.0,13.0,159.0,1.2,0.14,1.2,55.0,,,12.0,,0.0,,0.16,4.0,2.0,,46.9,,0.0,0.0,-1.2,1.2,0.14,1.2,0.0,0.0,19.0,,1.0,0.11,,,,0.11,830.0,10,,0.0,0.0,0.0,3.0,6.0,0.0,0.0,6.0,,15.0,,8.0,37.9,5.0,175.0,0.0,0.0,37.5,9.0,9.0,0.45,,2.0,2.0,0.0,,0.0,0.22,391.0,,13.1,10.0,3.0,0.0,162.0,,,29.0,8.0,1.0,,0.0,2.0,,,,8.9,,,8.9,8.9,8.9,8.9,8.9,1.0,0.11,0.0,0.0,,8.0,
James Garner,,,,16,,0.0,0.0,0.0,33.3,21.0,,,21.0,21.0,21.0,21.0,21.0,8.0,16.0,9.0,0.0,1.0,0.0,10.0,1.01,0.0,0.0,,,0.0,0.0,12.0,12.0,50.0,10.0,10.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,"MF,DF","MF,DF","MF,DF","MF,DF","MF,DF","MF,DF",0.34,225.0,9.0,6.0,,,68.0,0.5,0.06,4.0,150.0,19.0,,13.0,13.0,,,0.0,18.0,18.0,564.0,0.08,,,1.0,,28.0,441.0,804.0,,13.0,-0.8,1.3,0.14,37.0,4.0,97.0,0.8,0.09,0.8,22.0,,,11.0,,0.0,,0.14,13.0,2.0,,54.5,,1.0,0.0,-0.8,0.8,0.09,0.8,0.0,0.0,33.0,,1.0,0.11,,,,0.11,1185.0,7,,0.0,0.0,0.0,3.0,1.0,1.0,0.0,9.0,,12.0,,9.0,47.4,8.0,201.0,0.0,0.0,42.9,8.0,8.0,2.13,,3.0,3.0,0.0,,0.0,0.22,441.0,,22.3,16.0,7.0,3.0,216.0,,,19.0,14.0,1.0,,1.0,2.0,0.0,,,8.9,,,8.9,8.9,8.9,8.9,8.9,1.0,0.11,3.0,0.0,,9.0,
Yerry Mina,,,,7,,2.0,0.3,2.0,50.0,27.0,,,27.0,27.0,27.0,27.0,27.0,3.0,15.0,9.0,0.0,2.0,1.0,10.0,1.21,0.0,0.0,,,0.25,0.0,6.0,6.0,50.0,2.0,15.0,,,,,,co COL,co COL,co COL,co COL,co COL,co COL,DF,DF,DF,DF,DF,DF,0.61,255.0,7.0,0.0,,,31.0,0.1,0.02,0.0,30.0,8.0,,8.0,8.0,,,0.0,3.0,3.0,622.0,0.18,,,0.0,,21.0,402.0,594.0,,28.0,0.5,1.6,0.24,1.0,9.0,198.0,1.5,0.22,1.5,58.0,,,4.0,,0.0,,0.24,5.0,0.0,,55.9,,0.0,0.0,0.5,1.5,0.22,1.5,2.0,0.3,13.0,,0.0,0.0,,,,0.3,1089.0,7,,0.0,0.0,0.0,0.0,4.0,1.0,0.0,8.0,,19.0,,16.0,81.8,6.0,176.0,0.0,0.0,0.0,1.0,1.0,1.21,,2.0,2.0,0.0,,0.0,0.15,402.0,,8.4,6.0,1.0,4.0,217.0,,,11.0,2.0,0.0,,1.0,1.0,0.5,,,6.6,,,6.6,6.6,6.6,6.6,6.6,2.0,0.3,0.0,0.0,,4.0,
Mason Holgate,,,,8,,0.0,0.0,0.0,0.0,25.0,,,25.0,25.0,25.0,25.0,25.0,4.0,11.0,3.0,0.0,0.0,0.0,4.0,0.71,0.0,0.0,,,0.0,0.0,7.0,7.0,100.0,8.0,10.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,DF,DF,DF,DF,DF,DF,0.0,141.0,7.0,0.0,,,23.0,0.4,0.07,0.0,27.0,11.0,,7.0,7.0,,,0.0,5.0,5.0,279.0,0.25,,,0.0,,18.0,286.0,507.0,,28.0,-1.0,1.4,0.25,2.0,8.0,120.0,1.0,0.18,1.0,35.0,,,6.0,,0.0,,0.25,8.0,2.0,,47.4,,0.0,0.0,-1.0,1.0,0.18,1.0,0.0,0.0,14.0,,0.0,0.0,,,,0.0,450.0,5,,1.0,1.0,1.0,0.0,3.0,1.0,0.0,4.0,,9.0,,5.0,27.3,3.0,139.0,0.0,0.0,0.0,4.0,4.0,1.95,,3.0,3.0,0.0,,0.0,0.36,286.0,,11.5,9.0,3.0,0.0,100.0,,,11.0,3.0,0.0,,0.0,2.0,,,,5.6,,,5.6,5.6,5.6,5.6,5.6,0.0,0.0,2.0,0.0,,3.0,
Tom Davies,,,,19,,0.0,0.0,0.0,22.2,24.0,,,24.0,24.0,24.0,24.0,24.0,9.0,15.0,7.0,0.0,0.0,0.0,6.0,1.51,0.0,0.0,,,0.0,1.0,4.0,4.0,50.0,7.0,13.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,MF,MF,MF,MF,MF,MF,0.33,201.0,10.0,3.0,,,28.0,0.2,0.03,1.0,54.0,6.0,,9.0,9.0,,,0.0,13.0,13.0,253.0,0.13,,,0.0,,19.0,309.0,538.0,,7.0,-1.2,1.3,0.22,2.0,5.0,74.0,1.2,0.19,1.2,13.0,,,17.0,,0.0,,0.22,5.0,0.0,,35.0,,0.0,0.0,-1.2,1.2,0.19,1.2,0.0,0.0,30.0,,0.0,0.0,,,,0.0,616.0,4,,0.0,0.0,0.0,4.0,1.0,1.0,0.0,9.0,,7.0,,15.0,50.0,9.0,183.0,0.0,0.0,50.0,2.0,2.0,1.0,,3.0,3.0,0.0,,0.0,0.0,309.0,,15.7,10.0,3.0,2.0,150.0,,,14.0,6.0,1.0,,0.0,0.0,0.0,,,6.0,,,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,,1.0,
Ellis Simms,,,,11,,1.0,0.39,1.0,12.5,21.0,,,21.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.16,0.0,0.0,,,0.13,0.0,0.0,0.0,100.0,0.0,20.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,FW,FW,FW,FW,FW,FW,0.39,65.0,0.0,0.0,,,6.0,0.1,0.03,0.0,47.0,6.0,,0.0,0.0,,,0.0,19.0,19.0,55.0,0.11,,,0.0,,0.0,84.0,228.0,,1.0,0.1,0.9,0.37,1.0,0.0,2.0,0.9,0.34,0.9,1.0,,,6.0,,0.0,,0.37,4.0,1.0,,35.5,,1.0,1.0,0.1,0.9,0.34,0.9,1.0,0.39,4.0,,0.0,0.0,,,,0.39,156.0,2,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,8.0,,11.0,,11.0,,0.0,36.0,0.0,0.0,0.0,2.0,2.0,2.37,,0.0,0.0,0.0,,0.0,0.79,84.0,,16.1,0.0,2.0,1.0,37.0,,,0.0,2.0,1.0,,2.0,2.0,1.0,,,2.5,,,2.5,2.5,2.5,2.5,2.5,1.0,0.39,0.0,0.0,,2.0,
Salomón Rondón,,,,7,,0.0,0.0,0.0,25.0,32.0,,,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,,,0.0,0.0,0.0,0.0,100.0,0.0,6.0,,,,,,ve VEN,ve VEN,ve VEN,ve VEN,ve VEN,ve VEN,FW,FW,FW,FW,FW,FW,0.83,32.0,1.0,0.0,,,1.0,0.2,0.13,0.0,19.0,4.0,,0.0,0.0,,,0.0,7.0,7.0,3.0,0.2,,,0.0,,0.0,36.0,109.0,,0.0,-0.8,1.0,0.79,0.0,0.0,2.0,0.8,0.66,0.8,1.0,,,1.0,,0.0,,0.79,4.0,0.0,,53.8,,0.0,0.0,-0.8,0.8,0.66,0.8,0.0,0.0,1.0,,0.0,0.0,,,,0.0,33.0,1,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,,7.0,,4.0,,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.3,,0.0,0.0,0.0,,0.0,0.0,36.0,,19.3,4.0,1.0,1.0,16.0,,,0.0,1.0,2.0,,0.0,0.0,0.0,,,1.2,,,1.2,1.2,1.2,1.2,1.2,0.0,0.0,0.0,0.0,,1.0,
Asmir Begović,30.8,36.4,62.5,1,1.0,0.0,0.0,0.0,,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,,0.0,0.0,0.0,,0.0,0.0,0.0,22.0,0.5,100.0,,ba BIH,ba BIH,ba BIH,ba BIH,ba BIH,ba BIH,GK,GK,GK,GK,GK,GK,0.0,13.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9,46.8,0.0,0.0,0.0,47.0,,4.0,0.0,0.0,0.0,0.0,33.0,90.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.12,100.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.49,0.0,0.0,0.0,75.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,4.3,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,,0.0,0.0,0.0,19.0,13.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dele Alli,,,,2,,0.0,0.0,0.0,,26.0,,,26.0,26.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,MF,MF,MF,MF,MF,MF,0.0,14.0,0.0,1.0,,,2.0,0.0,0.0,0.0,11.0,0.0,,0.0,0.0,,,0.0,1.0,1.0,3.0,,,,0.0,,0.0,20.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,3.0,,0.0,,0.0,0.0,0.0,,33.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,30.0,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,,2.0,,0.0,8.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,20.0,,,0.0,0.0,0.0,11.0,,,0.0,1.0,0.0,,0.0,0.0,,,,0.4,,,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,,0.0,
Isaac Price,,,,1,,0.0,0.0,0.0,,18.0,,,18.0,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,100.0,1.0,0.0,,,,,,nir NIR,nir NIR,nir NIR,nir NIR,nir NIR,nir NIR,MF,MF,MF,MF,MF,MF,0.0,13.0,1.0,0.0,,,0.0,0.1,0.26,0.0,2.0,2.0,,0.0,0.0,,,0.0,0.0,0.0,12.0,,,,0.0,,0.0,17.0,33.0,,0.0,0.0,0.1,0.26,1.0,0.0,5.0,0.0,0.0,0.0,1.0,,,1.0,,0.0,,0.26,1.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,40.0,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,5.45,,1.0,1.0,0.0,,0.0,0.0,17.0,,,0.0,1.0,0.0,10.0,,,1.0,1.0,0.0,,0.0,0.0,,,,0.4,,,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,,0.0,
Rúben Vinagre,,,,2,,0.0,0.0,0.0,,23.0,,,23.0,23.0,23.0,23.0,23.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,33.3,1.0,1.0,,,,,,pt POR,pt POR,pt POR,pt POR,pt POR,pt POR,"DF,MF","DF,MF","DF,MF","DF,MF","DF,MF","DF,MF",0.0,17.0,0.0,0.0,,,4.0,0.0,0.0,0.0,9.0,0.0,,2.0,2.0,,,0.0,1.0,1.0,52.0,,,,0.0,,2.0,31.0,26.0,,1.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,,,1.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,98.0,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,50.0,1.0,16.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,31.0,,,0.0,1.0,0.0,15.0,,,2.0,3.0,0.0,,0.0,0.0,,,,0.3,,,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,,1.0,
Thomas Cannon,,,,2,,0.0,0.0,0.0,100.0,19.0,,,19.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.6,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,ie IRL,ie IRL,ie IRL,ie IRL,ie IRL,ie IRL,FW,FW,FW,FW,FW,FW,3.6,7.0,0.0,0.0,,,0.0,0.5,1.95,0.0,6.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,7.0,0.09,,,0.0,,0.0,8.0,25.0,,0.0,-0.1,0.6,2.27,0.0,0.0,0.0,0.1,0.32,0.1,0.0,,,0.0,,0.0,,2.27,0.0,0.0,,0.0,,0.0,0.0,-0.1,0.1,0.32,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,34.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,4.0,,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,8.0,,10.8,0.0,0.0,1.0,6.0,,,0.0,1.0,0.0,,0.0,0.0,0.0,,,0.3,,,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,,0.0,
Kyle Alex John,,,,0,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng ENG,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan,,,,0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,br BRA,,,,,,"DF,MF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Philippe Gbamin,,,,0,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ci CIV,,,,,,"DF,MF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
André Gomes,,,,0,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt POR,,,,,,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldin Jakupović,,,,0,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ch SUI,,,,,,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Lonergan,,,,0,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ie IRL,,,,,,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean McAllister,,,,0,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nir NIR,,,,,,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Mills,,,,0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng ENG,,,,,,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishé Samuels-Smith,,,,0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng ENG,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
