Player,Cmp%,Launch%,Launch%,MP,MP,Gls,Gls,Gls,SoT%,Age,Age,Age,Age,Age,Age,Age,Age,Pass,Tkl,Tkl,PKwon,Fld,Fld,Fld,Sh/90,Def,Def,Stp,Opp,G/Sh,Err,Int,Int,Succ%,Lost,Lost,PKsv,Att (GK),PSxG+/-,Save%,Save%,Nation,Nation,Nation,Nation,Nation,Nation,Pos,Pos,Pos,Pos,Pos,Pos,SoT/90,Rec,Blocks,Tkld,W,CS%,Recov,xAG,xAG,Att 3rd,Att 3rd,SCA,#OPA/90,TklW,TklW,AvgLen,AvgLen,PKcon,PrgR,PrgR,PrgDist,npxG/Sh,Saves,FK,FK,D,Tkl+Int,Live,Min,Min,Clr,np:G-xG,npxG+xAG,npxG+xAG,Crs,Def 3rd,Def 3rd,npxG,npxG,npxG,Def Pen,PKA,PKA,Mis,OG,OG,SoTA,xG+xAG,PassLive,PassLive,PSxG/SoT,Won%,Thr,TO,TO,G-xG,xG,xG,xG,G-PK,G-PK,PrgP,AvgDist,Ast,Ast,/90,CK,GA90,G+A-PK,TotDist,Starts,Starts,2CrdY,CrdR,CrdR,Dis,Sh,Sh,Sh,Sh,PSxG,Won,Stp%,Att Pen,Tkl%,Mid 3rd,Mid 3rd,PK,PK,Tkld%,PrgC,PrgC,SCA90,#OPA,CrdY,CrdY,PKatt,PKatt,PKatt,GCA90,Touches,CS,Dist,Fls,Succ,SoT,Carries,Att,Att,Att,Att,Off,Cmp,CPA,GCA,G/SoT,GA,GA,90s,90s,90s,90s,90s,90s,90s,90s,G+A,G+A,PassDead,PassDead,PKm,1/3,L
Patrick Bamford,,,,28,,4.0,0.24,4.0,33.3,28.0,,,28.0,28.0,28.0,28.0,28.0,7.0,9.0,4.0,0.0,3.0,0.0,27.0,2.85,1.0,0.0,,,0.08,0.0,5.0,5.0,32.4,16.0,42.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,FW,FW,FW,FW,FW,FW,0.95,386.0,12.0,19.0,,,50.0,1.0,0.06,3.0,266.0,27.0,,6.0,6.0,,,0.0,96.0,96.0,447.0,0.15,,,1.0,,14.0,548.0,1515.0,,13.0,-3.0,8.0,0.47,5.0,0.0,34.0,7.0,0.42,7.0,19.0,,,56.0,,0.0,,0.57,17.0,4.0,,46.2,,1.0,1.0,-4.6,8.6,0.51,8.6,4.0,0.24,23.0,,2.0,0.12,,,,0.36,1186.0,18,,0.0,0.0,0.0,21.0,5.0,5.0,1.0,48.0,,36.0,,83.0,20.0,6.0,257.0,0.0,0.0,55.9,17.0,17.0,1.6,,3.0,3.0,2.0,,2.0,0.36,550.0,,14.7,25.0,11.0,16.0,290.0,,,20.0,34.0,18.0,,13.0,6.0,0.25,,,16.8,,,16.8,16.8,16.8,16.8,16.8,6.0,0.36,0.0,0.0,,17.0,
Weston McKennie,,,,19,,0.0,0.0,0.0,15.4,23.0,,,23.0,23.0,23.0,23.0,23.0,19.0,30.0,10.0,0.0,0.0,0.0,5.0,0.81,0.0,0.0,,,0.0,0.0,22.0,22.0,68.8,19.0,23.0,,,,,,us USA,us USA,us USA,us USA,us USA,us USA,MF,MF,MF,MF,MF,MF,0.13,445.0,22.0,4.0,,,95.0,0.7,0.04,7.0,228.0,29.0,,13.0,13.0,,,0.0,33.0,33.0,791.0,0.06,,,0.0,,52.0,807.0,1437.0,,26.0,-0.8,1.4,0.09,9.0,5.0,188.0,0.8,0.05,0.8,41.0,,,28.0,,0.0,,0.09,25.0,2.0,,52.1,,0.0,0.0,-0.8,0.8,0.05,0.8,0.0,0.0,82.0,,1.0,0.06,,,,0.06,1738.0,16,,0.0,0.0,0.0,25.0,3.0,1.0,0.0,13.0,,25.0,,17.0,34.5,18.0,401.0,0.0,0.0,25.0,14.0,14.0,1.82,,7.0,7.0,0.0,,0.0,0.19,807.0,,15.9,21.0,11.0,2.0,400.0,,,29.0,16.0,1.0,,0.0,3.0,0.0,,,16.0,,,16.0,16.0,16.0,16.0,16.0,1.0,0.06,3.0,1.0,,16.0,
Liam Cooper,,,,18,,1.0,0.06,1.0,20.0,30.0,,,30.0,30.0,30.0,30.0,30.0,8.0,38.0,23.0,0.0,0.0,0.0,10.0,0.63,0.0,0.0,,,0.1,3.0,34.0,34.0,25.0,13.0,32.0,,,,,,sct SCO,sct SCO,sct SCO,sct SCO,sct SCO,sct SCO,DF,DF,DF,DF,DF,DF,0.13,501.0,16.0,1.0,,,107.0,0.7,0.05,2.0,37.0,16.0,,23.0,23.0,,,0.0,2.0,2.0,913.0,0.11,,,0.0,,72.0,970.0,1426.0,,57.0,0.0,1.7,0.11,1.0,27.0,499.0,1.0,0.06,1.0,103.0,,,9.0,,0.0,,0.11,13.0,3.0,,63.6,,0.0,0.0,0.0,1.0,0.06,1.0,1.0,0.06,47.0,,0.0,0.0,,,,0.06,2172.0,16,,0.0,0.0,0.0,1.0,8.0,2.0,0.0,10.0,,56.0,,21.0,63.9,9.0,440.0,0.0,0.0,25.0,3.0,3.0,1.01,,5.0,5.0,0.0,,0.0,0.19,970.0,,9.5,12.0,1.0,2.0,477.0,,,36.0,4.0,0.0,,1.0,3.0,0.5,,,15.8,,,15.8,15.8,15.8,15.8,15.8,1.0,0.06,1.0,0.0,,3.0,
Junior Firpo,,,,19,,1.0,0.07,1.0,50.0,25.0,,,25.0,25.0,25.0,25.0,25.0,16.0,47.0,24.0,1.0,3.0,0.0,8.0,0.13,1.0,0.0,,,0.5,0.0,24.0,24.0,40.0,22.0,16.0,,,,,,do DOM,do DOM,do DOM,do DOM,do DOM,do DOM,DF,DF,DF,DF,DF,DF,0.07,367.0,23.0,9.0,,,87.0,0.8,0.05,5.0,146.0,21.0,,25.0,25.0,,,1.0,34.0,34.0,785.0,0.06,,,0.0,,71.0,792.0,1368.0,,40.0,0.9,0.9,0.06,12.0,27.0,286.0,0.1,0.01,0.1,48.0,,,9.0,,0.0,,0.06,15.0,2.0,,51.5,,0.0,0.0,0.9,0.1,0.01,0.1,1.0,0.07,54.0,,1.0,0.07,,,,0.13,1465.0,14,,0.0,1.0,1.0,9.0,7.0,0.0,0.0,2.0,,17.0,,13.0,52.2,15.0,368.0,0.0,0.0,60.0,20.0,20.0,1.38,,6.0,6.0,0.0,,0.0,0.13,792.0,,12.2,24.0,6.0,1.0,352.0,,,46.0,15.0,0.0,,1.0,2.0,1.0,,,15.2,,,15.2,15.2,15.2,15.2,15.2,2.0,0.13,2.0,0.0,,16.0,
Degnand Gnonto,,,,24,,2.0,0.13,2.0,36.4,18.0,,,18.0,18.0,18.0,18.0,18.0,23.0,27.0,10.0,0.0,8.0,0.0,39.0,1.46,1.0,0.0,,,0.09,0.0,5.0,5.0,27.3,20.0,18.0,,,,,,it ITA,it ITA,it ITA,it ITA,it ITA,it ITA,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",0.53,508.0,24.0,43.0,,,82.0,2.2,0.15,5.0,393.0,50.0,,17.0,17.0,,,0.0,136.0,136.0,1715.0,0.08,,,0.0,,32.0,719.0,1354.0,,7.0,0.2,4.0,0.27,42.0,7.0,95.0,1.8,0.12,1.8,12.0,,,30.0,,0.0,,0.27,30.0,6.0,,30.8,,4.0,0.0,0.2,1.8,0.12,1.8,2.0,0.13,35.0,,4.0,0.27,,,,0.4,3356.0,14,,0.0,0.0,0.0,19.0,1.0,4.0,0.0,22.0,,8.0,,43.0,33.3,15.0,248.0,0.0,0.0,55.8,66.0,66.0,3.32,,7.0,7.0,0.0,,0.0,0.47,719.0,,17.4,28.0,21.0,8.0,484.0,,,30.0,77.0,3.0,,17.0,7.0,0.25,,,15.0,,,15.0,15.0,15.0,15.0,15.0,6.0,0.4,3.0,1.0,,37.0,
Maximilian Wöber,,,,16,,0.0,0.0,0.0,22.2,24.0,,,24.0,24.0,24.0,24.0,24.0,18.0,25.0,16.0,0.0,0.0,0.0,1.0,0.64,0.0,0.0,,,0.0,1.0,27.0,27.0,0.0,8.0,21.0,,,,,,at AUT,at AUT,at AUT,at AUT,at AUT,at AUT,DF,DF,DF,DF,DF,DF,0.14,438.0,32.0,1.0,,,75.0,0.6,0.05,1.0,81.0,12.0,,18.0,18.0,,,1.0,15.0,15.0,1311.0,0.08,,,1.0,,52.0,858.0,1266.0,,67.0,-0.7,1.4,0.1,7.0,9.0,381.0,0.7,0.05,0.7,110.0,,,6.0,,0.0,,0.1,8.0,1.0,,56.3,,0.0,0.0,-0.7,0.7,0.05,0.7,0.0,0.0,54.0,,0.0,0.0,,,,0.0,2264.0,14,,0.0,0.0,0.0,2.0,14.0,2.0,0.0,9.0,,27.0,,17.0,66.7,15.0,400.0,0.0,0.0,100.0,15.0,15.0,0.85,,3.0,3.0,0.0,,0.0,0.07,858.0,,13.3,15.0,0.0,2.0,426.0,,,24.0,1.0,1.0,,0.0,1.0,0.0,,,14.1,,,14.1,14.1,14.1,14.1,14.1,0.0,0.0,2.0,0.0,,9.0,
Luis Sinisterra,,,,19,,5.0,0.52,5.0,39.3,23.0,,,23.0,23.0,23.0,23.0,23.0,10.0,21.0,11.0,0.0,2.0,0.0,12.0,2.91,1.0,1.0,,,0.18,0.0,8.0,8.0,45.2,7.0,18.0,,,,,,co COL,co COL,co COL,co COL,co COL,co COL,FW,FW,FW,FW,FW,FW,1.14,341.0,11.0,17.0,,,65.0,0.4,0.04,4.0,215.0,33.0,,14.0,14.0,,,1.0,84.0,84.0,931.0,0.13,,,0.0,,29.0,469.0,867.0,,2.0,1.3,4.2,0.43,7.0,8.0,50.0,3.7,0.39,3.7,7.0,,,16.0,,0.0,,0.43,26.0,0.0,,50.0,,2.0,1.0,1.3,3.7,0.39,3.7,5.0,0.52,39.0,,0.0,0.0,,,,0.52,1740.0,13,,1.0,1.0,1.0,23.0,1.0,2.0,0.0,28.0,,18.0,,32.0,61.1,9.0,212.0,0.0,0.0,40.5,30.0,30.0,3.43,,3.0,3.0,0.0,,0.0,0.21,469.0,,16.2,14.0,19.0,11.0,281.0,,,18.0,42.0,5.0,,8.0,2.0,0.45,,,9.6,,,9.6,9.6,9.6,9.6,9.6,5.0,0.52,0.0,0.0,,17.0,
Crysencio Summerville,,,,28,,4.0,0.25,4.0,31.0,20.0,,,20.0,20.0,20.0,20.0,20.0,18.0,30.0,11.0,1.0,10.0,1.0,41.0,1.83,2.0,1.0,,,0.14,0.0,13.0,13.0,40.0,12.0,17.0,,,,,,nl NED,nl NED,nl NED,nl NED,nl NED,nl NED,FW,FW,FW,FW,FW,FW,0.57,438.0,20.0,22.0,,,90.0,1.6,0.1,2.0,311.0,49.0,,20.0,20.0,,,0.0,92.0,92.0,1326.0,0.1,,,0.0,,43.0,637.0,1426.0,,11.0,1.1,4.5,0.28,14.0,14.0,99.0,2.9,0.18,2.9,10.0,,,45.0,,0.0,,0.28,29.0,3.0,,22.7,,3.0,0.0,1.1,2.9,0.18,2.9,4.0,0.25,45.0,,2.0,0.13,,,,0.38,2617.0,12,,0.0,0.0,0.0,36.0,2.0,4.0,0.0,29.0,,5.0,,70.0,47.8,14.0,241.0,0.0,0.0,36.7,51.0,51.0,3.09,,4.0,4.0,0.0,,0.0,0.32,637.0,,15.3,22.0,24.0,9.0,420.0,,,23.0,60.0,8.0,,19.0,5.0,0.44,,,15.8,,,15.8,15.8,15.8,15.8,15.8,6.0,0.38,1.0,0.0,,27.0,
Diego Llorente,,,,8,,0.0,0.0,0.0,0.0,28.0,,,28.0,28.0,28.0,28.0,28.0,4.0,13.0,4.0,0.0,0.0,0.0,2.0,0.83,0.0,0.0,,,0.0,2.0,15.0,15.0,66.7,4.0,7.0,,,,,,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,DF,DF,DF,DF,DF,DF,0.0,312.0,6.0,1.0,,,57.0,0.0,0.0,0.0,15.0,6.0,,10.0,10.0,,,0.0,1.0,1.0,721.0,0.12,,,0.0,,28.0,506.0,649.0,,24.0,-0.7,0.7,0.1,1.0,8.0,283.0,0.7,0.1,0.7,59.0,,,6.0,,0.0,,0.1,5.0,1.0,,72.0,,0.0,0.0,-0.7,0.7,0.1,0.7,0.0,0.0,27.0,,0.0,0.0,,,,0.0,1566.0,7,,0.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,,18.0,,6.0,50.0,5.0,210.0,0.0,0.0,33.3,2.0,2.0,0.83,,1.0,1.0,0.0,,0.0,0.14,506.0,,12.5,6.0,2.0,0.0,303.0,,,8.0,3.0,0.0,,0.0,1.0,,,,7.2,,,7.2,7.2,7.2,7.2,7.2,0.0,0.0,0.0,0.0,,1.0,
Adam Forshaw,,,,12,,0.0,0.0,0.0,0.0,30.0,,,30.0,30.0,30.0,30.0,30.0,8.0,12.0,7.0,0.0,0.0,0.0,5.0,0.19,0.0,0.0,,,0.0,0.0,4.0,4.0,72.7,10.0,6.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,MF,MF,MF,MF,MF,MF,0.0,186.0,9.0,3.0,,,37.0,0.9,0.17,0.0,62.0,16.0,,9.0,9.0,,,0.0,7.0,7.0,360.0,0.03,,,0.0,,16.0,293.0,479.0,,2.0,0.0,0.9,0.18,20.0,5.0,64.0,0.0,0.01,0.0,7.0,,,6.0,,0.0,,0.18,10.0,0.0,,25.0,,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,33.0,,0.0,0.0,,,,0.0,1085.0,5,,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,,2.0,,1.0,41.2,7.0,171.0,0.0,0.0,27.3,4.0,4.0,3.0,,0.0,0.0,0.0,,0.0,0.0,293.0,,26.4,6.0,8.0,0.0,179.0,,,17.0,11.0,0.0,,0.0,0.0,,,,5.3,,,5.3,5.3,5.3,5.3,5.3,0.0,0.0,6.0,0.0,,8.0,
Joel Robles,25.4,52.2,75.0,4,4.0,0.0,0.0,0.0,,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,43.0,,1.0,0.0,0.0,,1.0,0.0,0.0,90.0,-0.5,66.7,0.0,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,GK,GK,GK,GK,GK,GK,0.0,44.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,41.1,49.4,0.0,0.0,0.0,251.0,,16.0,0.0,0.0,1.0,0.0,136.0,360.0,360.0,2.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,101.0,2.0,2.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.32,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,-0.12,0.0,2.75,0.0,337.0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,3.0,4.7,0.0,0.0,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,136.0,0.0,,0.0,0.0,0.0,57.0,71.0,32.0,1.0,0.0,0.0,18.0,0.0,0.0,,11.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Sam Greenwood,,,,18,,1.0,0.21,1.0,16.7,20.0,,,20.0,20.0,20.0,20.0,20.0,8.0,15.0,8.0,0.0,0.0,0.0,3.0,2.55,0.0,0.0,,,0.08,0.0,1.0,1.0,37.5,13.0,7.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,"MF,FW","MF,FW","MF,FW","MF,FW","MF,FW","MF,FW",0.42,119.0,10.0,4.0,,,31.0,1.1,0.24,0.0,103.0,24.0,,7.0,7.0,,,0.0,10.0,10.0,305.0,0.06,,,5.0,,16.0,255.0,424.0,,1.0,0.3,1.8,0.39,43.0,7.0,45.0,0.7,0.15,0.7,7.0,,,6.0,,0.0,,0.39,5.0,0.0,,12.5,,0.0,0.0,0.3,0.7,0.15,0.7,1.0,0.21,15.0,,2.0,0.42,,,,0.64,578.0,3,,0.0,0.0,0.0,7.0,2.0,1.0,1.0,12.0,,1.0,,5.0,38.1,8.0,112.0,0.0,0.0,50.0,7.0,7.0,5.11,,1.0,1.0,0.0,,0.0,0.64,255.0,,24.2,11.0,3.0,2.0,117.0,,,21.0,8.0,0.0,,1.0,3.0,0.5,,,4.7,,,4.7,4.7,4.7,4.7,4.7,3.0,0.64,18.0,2.0,,8.0,
Daniel James,,,,4,,0.0,0.0,0.0,33.3,24.0,,,24.0,24.0,24.0,24.0,24.0,4.0,6.0,3.0,0.0,1.0,0.0,6.0,1.36,0.0,0.0,,,0.0,0.0,2.0,2.0,16.7,3.0,4.0,,,,,,wls WAL,wls WAL,wls WAL,wls WAL,wls WAL,wls WAL,FW,FW,FW,FW,FW,FW,0.45,39.0,4.0,2.0,,,7.0,0.3,0.15,2.0,32.0,4.0,,2.0,2.0,,,0.0,9.0,9.0,112.0,0.09,,,0.0,,8.0,66.0,198.0,,2.0,-0.3,0.6,0.27,6.0,1.0,9.0,0.3,0.12,0.3,1.0,,,3.0,,0.0,,0.27,3.0,0.0,,0.0,,0.0,0.0,-0.3,0.3,0.12,0.3,0.0,0.0,3.0,,0.0,0.0,,,,0.0,233.0,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,0.0,,6.0,50.0,3.0,26.0,0.0,0.0,33.3,6.0,6.0,1.82,,0.0,0.0,0.0,,0.0,0.0,66.0,,17.6,2.0,1.0,1.0,35.0,,,6.0,6.0,0.0,,3.0,0.0,0.0,,,2.2,,,2.2,2.2,2.2,2.2,2.2,0.0,0.0,0.0,0.0,,2.0,
Georginio Rutter,,,,11,,0.0,0.0,0.0,0.0,20.0,,,20.0,20.0,20.0,20.0,20.0,5.0,10.0,5.0,0.0,1.0,0.0,6.0,1.32,0.0,0.0,,,0.0,0.0,3.0,3.0,36.0,3.0,9.0,,,,,,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",0.0,86.0,5.0,13.0,,,7.0,0.3,0.1,2.0,65.0,6.0,,9.0,9.0,,,0.0,21.0,21.0,126.0,0.1,,,0.0,,13.0,124.0,273.0,,3.0,-0.4,0.7,0.22,0.0,5.0,13.0,0.4,0.13,0.4,4.0,,,15.0,,0.0,,0.22,5.0,1.0,,55.0,,0.0,0.0,-0.4,0.4,0.13,0.4,0.0,0.0,6.0,,1.0,0.33,,,,0.33,351.0,1,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,,11.0,,20.0,62.5,3.0,47.0,0.0,0.0,52.0,5.0,5.0,1.99,,0.0,0.0,0.0,,0.0,0.33,124.0,,14.0,5.0,9.0,0.0,76.0,,,8.0,25.0,1.0,,3.0,1.0,,,,3.0,,,3.0,3.0,3.0,3.0,3.0,1.0,0.33,0.0,0.0,,1.0,
Joe Gelhardt,,,,15,,0.0,0.0,0.0,20.0,20.0,,,20.0,20.0,20.0,20.0,20.0,5.0,6.0,3.0,0.0,0.0,0.0,8.0,4.25,0.0,0.0,,,0.0,0.0,0.0,0.0,11.1,2.0,11.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,FW,FW,FW,FW,FW,FW,0.85,84.0,5.0,7.0,,,9.0,0.5,0.2,2.0,54.0,4.0,,2.0,2.0,,,0.0,21.0,21.0,66.0,0.08,,,1.0,,6.0,115.0,212.0,,4.0,-0.8,1.3,0.55,1.0,1.0,10.0,0.8,0.36,0.8,4.0,,,9.0,,0.0,,0.55,4.0,2.0,,31.3,,0.0,0.0,-0.8,0.8,0.36,0.8,0.0,0.0,6.0,,2.0,0.85,,,,0.85,189.0,1,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,,5.0,,14.0,60.0,3.0,52.0,0.0,0.0,77.8,2.0,2.0,1.7,,1.0,1.0,0.0,,0.0,0.85,115.0,,23.5,6.0,1.0,2.0,68.0,,,5.0,9.0,0.0,,2.0,2.0,0.0,,,2.4,,,2.4,2.4,2.4,2.4,2.4,2.0,0.85,0.0,0.0,,2.0,
Cody Drameh,,,,1,,0.0,0.0,0.0,,20.0,,,20.0,20.0,20.0,20.0,20.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,100.0,1.0,0.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,DF,DF,DF,DF,DF,DF,0.0,23.0,0.0,0.0,,,5.0,0.0,0.0,1.0,11.0,1.0,,4.0,4.0,,,0.0,3.0,3.0,10.0,,,,0.0,,6.0,44.0,69.0,,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,,,1.0,,0.0,,0.0,1.0,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,0.0,48.0,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,,0.0,66.7,4.0,26.0,0.0,0.0,0.0,0.0,0.0,1.3,,0.0,0.0,0.0,,0.0,0.0,44.0,,,1.0,1.0,0.0,17.0,,,3.0,1.0,0.0,,0.0,0.0,,,,0.8,,,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,,1.0,
Mateusz Klich,,,,14,,0.0,0.0,0.0,25.0,32.0,,,32.0,32.0,32.0,32.0,32.0,4.0,12.0,7.0,0.0,0.0,0.0,3.0,1.29,0.0,0.0,,,0.0,0.0,0.0,0.0,33.3,6.0,2.0,,,,,,pl POL,pl POL,pl POL,pl POL,pl POL,pl POL,"MF,FW","MF,FW","MF,FW","MF,FW","MF,FW","MF,FW",0.32,124.0,4.0,4.0,,,24.0,0.2,0.06,5.0,85.0,7.0,,8.0,8.0,,,0.0,21.0,21.0,149.0,0.04,,,0.0,,12.0,189.0,280.0,,1.0,-0.2,0.4,0.12,8.0,3.0,25.0,0.2,0.05,0.2,3.0,,,11.0,,0.0,,0.12,7.0,0.0,,33.3,,0.0,0.0,-0.2,0.2,0.05,0.2,0.0,0.0,16.0,,0.0,0.0,,,,0.0,385.0,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,,1.0,,9.0,53.8,4.0,82.0,0.0,0.0,66.7,5.0,5.0,2.26,,2.0,2.0,0.0,,0.0,0.0,189.0,,21.7,10.0,2.0,1.0,110.0,,,13.0,6.0,0.0,,2.0,0.0,0.0,,,3.1,,,3.1,3.1,3.1,3.1,3.1,0.0,0.0,0.0,0.0,,5.0,
Mateo Joseph,,,,3,,0.0,0.0,0.0,100.0,18.0,,,18.0,18.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",3.46,6.0,1.0,1.0,,,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,0.12,,,0.0,,0.0,9.0,26.0,,1.0,-0.1,0.1,0.4,0.0,0.0,1.0,0.1,0.4,0.1,1.0,,,1.0,,0.0,,0.4,0.0,0.0,,,,0.0,0.0,-0.1,0.1,0.4,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,13.0,0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,,0.0,,1.0,,0.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,9.0,,15.4,0.0,0.0,1.0,5.0,,,0.0,1.0,0.0,,0.0,0.0,0.0,,,0.3,,,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,,0.0,
Darko Gyabi,,,,1,,0.0,0.0,0.0,0.0,18.0,,,18.0,18.0,18.0,18.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,11.25,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,FW,FW,FW,FW,FW,FW,0.0,2.0,2.0,0.0,,,3.0,0.0,0.0,0.0,3.0,0.0,,2.0,2.0,,,0.0,0.0,0.0,3.0,0.06,,,0.0,,2.0,8.0,8.0,,0.0,-0.1,0.1,0.72,0.0,1.0,1.0,0.1,0.72,0.1,0.0,,,1.0,,0.0,,0.72,0.0,0.0,,,,0.0,0.0,-0.1,0.1,0.72,0.1,0.0,0.0,2.0,,0.0,0.0,,,,0.0,5.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,1.0,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,8.0,,17.8,0.0,0.0,0.0,4.0,,,0.0,1.0,0.0,,0.0,0.0,,,,0.1,,,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,,0.0,
Jeremiah Chilokoa-Mullen,,,,0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sct SCO,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Fuhr Hjelde,,,,0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no NOR,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archie Gray,,,,0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng ENG,,,,,,"DF,MF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristoffer Klaesson,,,,0,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no NOR,,,,,,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Monteiro,,,,0,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt POR,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonny Perkins,,,,0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng ENG,,,,,,FW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
